	Gender	Age	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	E	I	S	N	T	F	J	P
1612	f	23-28	completed	B	Central	highschool-mathsci	yes	low	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1613	m	23-28	completed	C+	North	highschool-art	no	mid	low	mid	high	mid	Low	High	High	Low	High	Low	Low	High
1614	f	29-34	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
1615	f	29-34	completed	C+	Central	highvocational	no	low	high	low	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
1616	f	35+	completed	B+	Central	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1617	m	23-28	completed	B	South	highschool-mathsci	no	high	low	low	high	high	Low	High	Low	High	Mid	Mid	Low	High
1618	f	35+	completed	C	South	highvocational	no	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
1619	m	29-34	completed	B	Central	highschool-mathsci	no	high	low	low	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
1620	m	29-34	completed	B	Central	highschool-mathsci	no	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1621	m	>23	first	B	South	highschool-mathsci	no	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1622	f	>23	second	B+	East	highschool-mathsci	yes	mid	high	mid	mid	high	Low	High	Mid	Mid	High	Low	Mid	Mid
1623	f	>23	first	C+	Central	highschool-art	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	Mid
1624	m	>23	first	C	Central	highschool-art	yes	mid	mid	high	high	high	Mid	Low	Mid	Mid	Low	Mid	Mid	Mid
1625	m	>23	first	B+	Central	vocational	yes	high	mid	mid	high	high	Mid	Low	Low	Low	Low	Mid	Low	Mid
1626	m	>23	second	C	West	highschool-art	no	mid	mid	mid	mid	mid	Low	Mid	Mid	Mid	Low	Mid	Low	High
1627	m	>23	second	B+	West	highschool-art	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1628	m	>23	second	C+	West	highschool-mathsci	yes	low	mid	high	high	high	High	Low	Low	Low	Mid	Mid	Low	Mid
1629	m	>23	first	C	Central	highschool-mathsci	no	mid	mid	high	mid	high	Mid	Mid	Low	Low	Mid	Mid	Low	High
1630	f	>23	first	C	Central	highschool-art	yes	mid	high	high	mid	high	Mid	Mid	Mid	Mid	Mid	Low	Mid	Low
1631	m	>23	second	C	Central	highschool-art	yes	mid	high	mid	mid	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1632	m	>23	first	C+	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Low	High	High	Mid	Mid	Mid	Mid
1633	m	23-28	second	D+	Central	non-formal	yes	high	mid	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1634	m	23-28	completed	B	North	vocational	yes	high	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1635	m	29-34	completed	C+	NorthEast	highschool-mathsci	yes	high	mid	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1636	f	23-28	forth	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
1637	m	23-28	completed	B	North	highschool-mathsci	yes	mid	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1638	m	>23	third	C+	North	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1639	m	>23	third	B	North	vocational	yes	high	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1640	f	>23	second	B	North	highschool-art	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1641	LGBT	>23	third	C+	West	highschool-art	yes	mid	high	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1642	f	>23	first	C+	Central	highschool-art	yes	high	mid	low	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1643	LGBT	23-28	first	C+	North	highschool-art	yes	low	high	mid	high	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
1644	m	23-28	third	B	NorthEast	highvocational	yes	mid	high	high	mid	low	Mid	Mid	High	Low	Low	High	Mid	Mid
1645	LGBT	>23	second	C+	North	highschool-art	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1646	m	>23	second	C	Central	highschool-art	no	mid	low	mid	mid	high	Low	High	Mid	Mid	Low	High	Mid	Mid
1647	f	23-28	completed	C+	Central	vocational	no	mid	low	low	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1648	m	29-34	completed	C+	NorthEast	highschool-art	yes	mid	low	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1649	m	35+	completed	B	Central	highschool-mathsci	yes	high	low	mid	high	high	Low	High	Mid	Mid	Low	High	Mid	Mid
1650	f	35+	completed	C+	South	highvocational	yes	mid	high	high	mid	high	High	Low	Mid	Mid	Low	High	Low	High
1651	f	35+	completed	C	South	highvocational	yes	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
1652	f	23-28	completed	C	Central	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1653	f	23-28	completed	B	Central	highschool-mathsci	yes	low	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1654	m	23-28	completed	C+	North	highschool-art	no	mid	low	mid	high	mid	Low	High	High	Low	High	Low	Low	High
1655	f	29-34	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
1656	f	29-34	completed	C+	Central	highvocational	no	low	high	low	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
1657	f	35+	completed	B+	Central	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1658	m	23-28	completed	B	South	highschool-mathsci	no	high	low	low	high	high	Low	High	Low	High	Mid	Mid	Low	High
1659	f	35+	completed	C	South	highvocational	no	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
1660	m	29-34	completed	B	Central	highschool-mathsci	no	high	low	low	mid	high	High	Low	Low	High	Mid	Mid	Mid	Mid
1661	m	29-34	completed	B	Central	highschool-mathsci	no	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1662	m	>23	first	B	South	highschool-mathsci	no	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1663	f	>23	second	B+	East	highschool-mathsci	yes	mid	high	mid	mid	high	Low	High	Mid	Mid	High	Low	Mid	Mid
1664	f	>23	first	C+	Central	highschool-art	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Low	Mid
1665	m	>23	first	C	Central	highschool-art	yes	mid	mid	high	high	high	Mid	Low	Mid	Mid	Low	Mid	Mid	Mid
1666	m	>23	first	B+	Central	vocational	yes	high	mid	mid	high	high	Mid	Low	Low	Low	Low	Mid	Low	Mid
1667	m	>23	second	C	West	highschool-art	no	mid	mid	mid	mid	mid	Low	Mid	Mid	Mid	Low	Mid	Low	High
1668	m	>23	second	B+	West	highschool-art	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1669	m	>23	second	C+	West	highschool-mathsci	yes	low	mid	high	high	high	High	Low	Low	Low	Mid	Mid	Low	Mid
1670	m	>23	first	C	Central	highschool-mathsci	no	mid	mid	high	mid	high	Mid	Mid	Low	Low	Mid	Mid	Low	High
1671	f	>23	first	C	Central	highschool-art	yes	mid	high	high	mid	high	Mid	Mid	Mid	Mid	Mid	Low	Mid	Low
1672	m	>23	second	C	Central	highschool-art	yes	mid	high	mid	mid	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1673	m	>23	first	C+	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Low	High	High	Mid	Mid	Mid	Mid
1674	m	23-28	second	D+	Central	non-formal	yes	high	mid	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1675	m	23-28	completed	B	North	vocational	yes	high	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1676	m	29-34	completed	C+	NorthEast	highschool-mathsci	yes	high	mid	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1677	f	23-28	forth	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
1678	m	23-28	completed	B	North	highschool-mathsci	yes	mid	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1679	m	>23	third	C+	North	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1680	m	>23	third	B	North	vocational	yes	high	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1681	f	>23	second	B	North	highschool-art	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1682	LGBT	>23	third	C+	West	highschool-art	yes	mid	high	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1683	f	>23	first	C+	Central	highschool-art	yes	high	mid	low	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1684	LGBT	23-28	first	C+	North	highschool-art	yes	low	high	mid	high	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
1685	m	23-28	third	B	NorthEast	highvocational	yes	mid	high	high	mid	low	Mid	Mid	High	Low	Low	High	Mid	Mid
1686	LGBT	>23	second	C+	North	highschool-art	yes	mid	high	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1687	m	>23	second	C	Central	highschool-art	no	mid	low	mid	mid	high	Low	High	Mid	Mid	Low	High	Mid	Mid
1688	f	23-28	completed	C+	Central	vocational	no	mid	low	low	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1689	m	29-34	completed	C+	NorthEast	highschool-art	yes	mid	low	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1690	m	35+	completed	B	Central	highschool-mathsci	yes	high	low	mid	high	high	Low	High	Mid	Mid	Low	High	Mid	Mid
1691	f	35+	completed	C+	South	highvocational	yes	mid	high	high	mid	high	High	Low	Mid	Mid	Low	High	Low	High
1692	f	35+	completed	C	South	highvocational	yes	high	low	high	high	high	Mid	Mid	Low	High	High	Low	Mid	Mid
1693	f	23-28	completed	C	Central	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1694	f	23-28	completed	B	Central	highschool-mathsci	yes	low	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1695	m	23-28	completed	C+	North	highschool-art	no	mid	low	mid	high	mid	Low	High	High	Low	High	Low	Low	High
1696	f	29-34	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Low	High	Low	High	Mid	Mid
1697	f	29-34	completed	C+	Central	highvocational	no	low	high	low	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
1698	f	35+	completed	B+	Central	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1699	m	>23	first	C+	North	highvocational	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1700	f	>23	second	B+	Central	highschool-mathsci	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1701	m	23-28	third	B	North	highvocational	yes	high	mid	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1702	m	>23	third	C+	North	vocational	yes	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
1703	f	23-28	forth	B	North	highschool-mathsci	yes	high	mid	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1704	m	>23	second	C+	Central	vocational	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1705	f	>23	second	B	East	highschool-mathsci	yes	high	high	high	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1706	f	>23	first	B	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1707	m	23-28	completed	B	East	highschool-art	no	high	mid	mid	low	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1708	f	>23	forth	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
1709	m	23-28	completed	B	North	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
1710	m	>23	second	B+	East	highschool-mathsci	yes	mid	mid	high	mid	high	High	Low	High	Low	Low	High	Mid	Mid
1711	f	>23	third	C+	North	highschool-mathsci	yes	mid	high	high	mid	high	High	Low	Mid	Mid	High	Low	High	Low
1712	m	23-28	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1713	m	>23	forth	C+	NorthEast	highschool-mathsci	yes	mid	low	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1714	m	>23	first	C+	NorthEast	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	Low	High	Low	High	High	Low
1715	m	>23	forth	B	NorthEast	highschool-art	no	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1716	m	>23	second	C+	North	highvocational	yes	high	low	high	mid	mid	Low	High	Low	High	Mid	Mid	High	Low
1717	f	>23	third	C+	North	highschool-mathsci	yes	high	mid	high	mid	high	Mid	Mid	High	Low	Mid	Mid	High	Low
1718	m	>23	second	C+	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Low	High	High	Low
1719	m	>23	third	C+	South	highschool-mathsci	yes	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1720	f	>23	first	C+	Central	highschool-art	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1721	f	>23	forth	B	East	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1722	f	29-34	completed	C+	East	highschool-art	yes	mid	high	high	mid	mid	High	Low	High	Low	Mid	Mid	High	Low
1723	f	>23	forth	B	NorthEast	highschool-art	yes	mid	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1724	f	>23	second	C+	Central	highschool-art	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1725	f	>23	second	C+	West	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1726	LGBT	23-28	completed	B+	North	highschool-mathsci	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1727	f	>23	first	B	North	highschool-mathsci	yes	mid	mid	high	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1728	f	>23	first	C+	Central	highschool-mathsci	yes	mid	high	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1729	LGBT	>23	first	B+	Central	highschool-mathsci	yes	low	mid	high	mid	mid	Mid	Mid	High	Low	Low	High	High	Low
1730	f	23-28	second	B	Central	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1731	f	>23	second	B	NorthEast	highschool-art	no	high	low	low	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1732	m	>23	first	B+	NorthEast	highschool-mathsci	yes	high	high	high	high	mid	High	Low	High	Low	High	Low	High	Low
1733	f	23-28	first	C+	NorthEast	highschool-art	no	mid	high	mid	high	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1734	LGBT	>23	third	B	South	highschool-art	no	low	low	high	mid	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1735	f	>23	first	B	South	highschool-art	no	mid	high	mid	low	low	Mid	Mid	Mid	Mid	High	Low	Low	High
1736	m	>23	second	B	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
1737	f	23-28	forth	B+	North	highvocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
1738	m	>23	forth	B	North	highvocational	yes	high	high	high	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
1739	LGBT	23-28	third	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
1740	m	>23	third	B	North	vocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1741	f	>23	second	B	North	highvocational	yes	high	high	high	high	mid	High	Low	High	Low	High	Low	High	Low
1742	m	23-28	third	B	North	highvocational	yes	high	high	high	high	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1743	f	>23	third	B	North	highvocational	yes	high	high	high	low	mid	Mid	Mid	High	Low	Mid	Mid	Low	High
1744	m	23-28	third	B	North	highvocational	yes	high	high	mid	high	high	Mid	Mid	Mid	Mid	High	Low	Low	High
1745	f	>23	second	B	North	highvocational	yes	low	high	high	high	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1746	LGBT	>23	third	B	North	highvocational	yes	high	high	high	high	low	Mid	Mid	High	Low	High	Low	High	Low
1747	f	>23	third	B	North	highvocational	yes	mid	high	high	high	high	High	Low	High	Low	High	Low	High	Low
1748	LGBT	23-28	forth	B	North	highvocational	yes	mid	mid	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1749	f	>23	first	B	North	vocational	yes	high	mid	low	high	low	Mid	Mid	High	Low	High	Low	High	Low
1750	m	23-28	third	B	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
1751	m	23-28	third	B	North	vocational	yes	high	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1752	f	23-28	forth	B	North	highvocational	yes	high	high	mid	low	mid	Mid	Mid	High	Low	High	Low	Mid	Mid
1753	f	>23	second	B	North	vocational	yes	high	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
1754	m	>23	second	C+	North	vocational	yes	mid	mid	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
1755	f	>23	second	C+	North	vocational	yes	high	low	mid	high	high	High	Low	High	Low	High	Low	High	Low
1756	f	>23	third	B	North	vocational	yes	high	mid	high	high	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1757	m	>23	third	C+	North	highvocational	yes	high	mid	mid	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1758	f	>23	third	C+	North	vocational	yes	high	mid	low	high	high	High	Low	Mid	Mid	Mid	Mid	Low	High
1759	LGBT	>23	second	B	North	highvocational	yes	high	high	high	low	mid	Mid	Mid	High	Low	Mid	Mid	Low	High
1760	f	>23	second	B	North	highschool-art	yes	high	mid	mid	mid	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
1761	f	>23	second	B	North	highschool-art	yes	low	mid	low	mid	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
1762	f	>23	second	C+	North	highschool-art	yes	high	mid	mid	mid	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
1763	m	>23	second	B+	North	highschool-art	yes	high	low	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1764	f	>23	second	B	North	highschool-art	yes	low	mid	mid	low	high	Mid	Mid	High	Low	High	Low	High	Low
1765	f	>23	second	B	North	highschool-art	yes	mid	mid	mid	high	high	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1766	f	>23	second	C+	North	highschool-art	yes	mid	mid	low	high	high	Mid	Mid	High	Low	High	Low	Mid	Mid
1767	f	>23	second	B	North	highschool-art	yes	low	mid	mid	low	mid	Low	High	High	Low	Low	High	High	Low
1768	f	>23	second	B	West	highschool-art	yes	mid	mid	low	mid	low	High	Low	Mid	Mid	Mid	Mid	Low	High
1769	f	>23	second	B	West	highschool-art	yes	mid	low	mid	low	low	High	Low	Low	High	Mid	Mid	Low	High
1770	f	29-34	completed	C	Central	highschool-mathsci	no	high	low	mid	mid	high	Mid	Mid	High	Low	Low	High	Low	High
1771	f	23-28	completed	B	West	highschool-mathsci	yes	mid	high	mid	mid	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1772	m	35+	completed	C	NorthEast	highschool-mathsci	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
1773	f	>23	forth	B	NorthEast	highschool-mathsci	yes	mid	high	mid	high	mid	High	Low	High	Low	Mid	Mid	Low	High
1774	m	35+	completed	B	Central	highschool-mathsci	yes	high	low	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
1775	f	23-28	completed	B	Central	highschool-mathsci	no	high	mid	mid	mid	low	Low	High	Mid	Mid	Mid	Mid	High	Low
1776	m	23-28	completed	C+	Central	highschool-mathsci	yes	mid	low	mid	mid	low	Low	High	Low	High	Low	High	Mid	Mid
1777	f	35+	completed	C	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1778	f	29-34	completed	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	low	Mid	Mid	High	Low	High	Low	Mid	Mid
1779	LGBT	>23	completed	B	Central	highschool-mathsci	no	high	mid	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
1780	f	35+	completed	C+	East	highschool-mathsci	no	low	high	low	mid	mid	Low	High	High	Low	Low	High	High	Low
1781	m	35+	completed	C	West	highschool-mathsci	no	mid	high	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
1782	f	35+	completed	B+	Central	highschool-mathsci	no	high	low	mid	mid	high	Mid	Mid	High	Low	Mid	Mid	High	Low
1783	m	35+	completed	B	NorthEast	highschool-mathsci	yes	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1784	m	35+	completed	B	NorthEast	highschool-mathsci	yes	high	high	mid	high	mid	High	Low	High	Low	High	Low	High	Low
1785	LGBT	29-34	completed	C+	Central	highschool-mathsci	yes	high	low	mid	mid	high	High	Low	Mid	Mid	Low	High	Mid	Mid
1786	f	23-28	forth	B	North	highschool-mathsci	yes	high	mid	mid	high	high	Low	High	Low	High	Low	High	Mid	Mid
1787	f	23-28	completed	C+	Central	highschool-mathsci	no	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
1788	m	>23	completed	B	North	highschool-mathsci	no	mid	low	high	high	low	Low	High	Low	High	High	Low	Low	High
1789	m	29-34	completed	B+	Central	highschool-mathsci	no	high	low	high	high	high	Low	High	Low	High	Low	High	Mid	Mid
1790	LGBT	23-28	completed	B+	Central	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Low	High	Low	High	Low	High
1791	f	35+	completed	C	Central	highschool-mathsci	no	low	mid	high	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1792	f	23-28	completed	C	Central	highschool-mathsci	yes	high	low	high	mid	low	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1793	m	23-28	completed	B	South	highschool-mathsci	no	mid	high	high	high	high	High	Low	Low	High	Low	High	High	Low
1794	f	23-28	completed	C	South	highschool-mathsci	no	mid	mid	high	high	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
1795	m	>23	first	C+	North	highvocational	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1796	f	>23	second	B+	Central	highschool-mathsci	yes	high	mid	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1797	m	23-28	third	B	North	highvocational	yes	high	mid	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1798	m	>23	third	C+	North	vocational	yes	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
1799	f	23-28	forth	B	North	highschool-mathsci	yes	high	mid	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1800	m	>23	second	C+	Central	vocational	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1801	f	>23	second	B	East	highschool-mathsci	yes	high	high	high	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1802	f	>23	first	B	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1803	m	23-28	completed	B	East	highschool-art	no	high	mid	mid	low	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1804	f	>23	forth	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
1805	m	23-28	completed	B	North	highschool-mathsci	yes	mid	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
1806	m	>23	second	B+	East	highschool-mathsci	yes	mid	mid	high	mid	high	High	Low	High	Low	Low	High	Mid	Mid
1807	f	>23	third	C+	North	highschool-mathsci	yes	mid	high	high	mid	high	High	Low	Mid	Mid	High	Low	High	Low
1808	m	23-28	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1809	m	>23	forth	C+	NorthEast	highschool-mathsci	yes	mid	low	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1810	m	>23	first	C+	NorthEast	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	Low	High	Low	High	High	Low
1811	m	>23	forth	B	NorthEast	highschool-art	no	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1812	m	>23	second	C+	North	highvocational	yes	high	low	high	mid	mid	Low	High	Low	High	Mid	Mid	High	Low
1813	f	>23	third	C+	North	highschool-mathsci	yes	high	mid	high	mid	high	Mid	Mid	High	Low	Mid	Mid	High	Low
1814	m	>23	second	C+	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Low	High	High	Low
1815	m	>23	third	C+	South	highschool-mathsci	yes	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1816	f	>23	first	C+	Central	highschool-art	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1817	f	>23	forth	B	East	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1818	f	29-34	completed	C+	East	highschool-art	yes	mid	high	high	mid	mid	High	Low	High	Low	Mid	Mid	High	Low
1819	f	>23	forth	B	NorthEast	highschool-art	yes	mid	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1820	f	>23	second	C+	Central	highschool-art	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1821	f	>23	second	C+	West	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1822	LGBT	23-28	completed	B+	North	highschool-mathsci	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1823	f	>23	first	B	North	highschool-mathsci	yes	mid	mid	high	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1824	f	>23	first	C+	Central	highschool-mathsci	yes	mid	high	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1825	LGBT	>23	first	B+	Central	highschool-mathsci	yes	low	mid	high	mid	mid	Mid	Mid	High	Low	Low	High	High	Low
